,path,time_scraped,canopy_moisture,dz,extent,extent_fmt,fire_grid,fuel,ignition,output,resolution,resolution_units,run_binary,run_end,run_max_mem_rss_bytes,run_start,seed,sim_time,surface_moisture,threads,timestep,topo,wind_direction,wind_speed
56,burnpro3d/d/b3/eb/run_b3eb1f09-a679-4d21-a3d7-c4b2f8623444,2023-07-28T11:16:32.377067,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,"{'density': None, 'dx': 2, 'dy': 2, 'height': 0.5, 'id': 'e534b58d-28b0-48e9-9c71-4d4146a41cdf', 'xlen': None, 'ylen': None}","{'dat': None, 'id': '76f569e3-5f2c-46d2-b17b-c97a6975a9bc', 'perc': 2}","{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-05-11T12:08:18.117025-07:00,501060,2023-05-11T11:57:32.395882-07:00,-1,4669,0.07,1,600,,90.0,3.0
61,burnpro3d/d/b3/f2/run_b3f2acaa-f54a-4ac1-a9b9-721c7fce1b3f,2023-07-28T11:16:32.377067,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-15T14:11:52.827632-07:00,2468848,2023-06-15T10:53:03.261696-07:00,-1,11382,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,1.788
100,burnpro3d/d/b4/58/run_b4584d44-67da-41a8-b431-8678ab0838d6,2023-07-28T11:16:32.377067,0.8,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T16:00:29.603180-07:00,2468668,2023-06-14T12:24:37.614044-07:00,-1,11359,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",210.0,4.023
123,burnpro3d/d/b4/86/run_b486139d-1733-4f94-88fe-0821afa073f6,2023-07-28T11:16:32.377067,0.3,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T11:34:55.061914-07:00,2659156,2023-06-06T10:24:08.881582-07:00,-1,4225,0.3,1,600,,60.0,5.0
127,burnpro3d/d/b4/93/run_b493d206-15de-4e83-8165-55e13cecd048,2023-07-28T11:16:32.377067,0.95,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-27T19:10:37.647933-07:00,517520,2023-06-27T18:58:29.421731-07:00,-1,3937,0.12,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",300.0,6.705
147,burnpro3d/d/b4/cc/run_b4cca66c-bfc9-4892-b04d-0b37930fb221,2023-07-28T11:16:32.377067,1.0,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-15T16:15:39.992438-07:00,2470272,2023-06-15T12:11:04.166062-07:00,-1,11382,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,4.47
148,burnpro3d/d/b4/cd/run_b4cd260c-15cf-430c-8da8-426acf9583f1,2023-07-28T11:16:32.377067,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-22T19:01:22.536593-07:00,2469252,2023-06-22T15:17:20.119027-07:00,-1,11382,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",180.0,2.682
176,burnpro3d/d/b5/04/run_b504141b-3955-454b-8bd8-b1c384195b06,2023-07-28T11:16:32.377067,0.9,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T12:38:09.711690-07:00,1339052,2023-06-19T11:54:17.147307-07:00,-1,6748,0.03,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,2.235
195,burnpro3d/d/b5/40/run_b54064eb-c092-4cd5-865c-885e05c495a4,2023-07-28T11:16:32.377067,0.9,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T13:03:17.205673-07:00,1339692,2023-06-19T12:21:52.507671-07:00,-1,6748,0.03,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,3.576
212,burnpro3d/d/b5/79/run_b5794712-d014-4829-83bc-4b80adfa2114,2023-07-28T11:16:32.377067,0.0,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T12:35:19.863293-07:00,452020,2023-06-14T12:26:09.131470-07:00,-1,4005,0.09,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,2.235
269,burnpro3d/d/b6/1d/run_b61de776-adf5-4f6c-b35c-184027be9b27,2023-07-28T11:16:32.377067,0.4,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-05T15:57:16.406261-07:00,2659560,2023-06-05T15:10:27.772880-07:00,-1,4225,0.2,1,600,,60.0,15.0
284,burnpro3d/d/b6/5a/run_b65ad6e0-3e93-4ec1-a909-97371dd9fd1f,2023-07-28T11:16:32.377067,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-22T18:25:32.975143-07:00,2471364,2023-06-22T15:16:57.386127-07:00,-1,11382,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",150.0,1.788
286,burnpro3d/d/b6/5d/run_b65df9be-1dd9-4fd6-bbbb-2b1b8c881412,2023-07-28T11:16:32.377067,0.3,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T13:06:15.934933-07:00,2659440,2023-06-06T12:35:10.086572-07:00,-1,4225,0.1,1,600,,120.0,15.0
294,burnpro3d/d/b6/74/run_b6741ad0-916e-4871-8ce5-5076d8d61a97,2023-07-28T11:16:32.377067,1.0,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T19:24:37.152502-07:00,451752,2023-06-23T18:58:13.263080-07:00,-1,11719,0.15,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,4.47
302,burnpro3d/d/b6/8d/run_b68d6184-43c1-451b-9829-2eeb9dff8f76,2023-07-28T11:16:32.377067,0.9,,"[-2048102.0, 1866760.0, -2047106.0, 1865848.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-28T15:03:36.861964-07:00,4672928,2023-06-28T11:11:19.184477-07:00,-1,6910,0.2,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",210.0,2.235
311,burnpro3d/d/b6/a6/run_b6a6596c-c6d2-4776-a78d-1131cfad62a0,2023-07-28T11:16:32.377067,0.3,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T11:01:05.140989-07:00,2659120,2023-06-06T10:25:31.231667-07:00,-1,4225,0.3,1,600,,180.0,20.0
334,burnpro3d/d/b6/ef/run_b6ef3198-4afb-4915-94e4-e65c08c68748,2023-07-28T11:16:32.377067,0.9,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-22T15:45:44.857841-07:00,452012,2023-06-22T15:35:29.650537-07:00,-1,4005,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,2.235
349,burnpro3d/d/b7/28/run_b7282301-1869-4902-bad8-4bbb9ab9daeb,2023-07-28T11:16:32.377067,0.9,,"[-928246.0, 1477596.0, -927440.0, 1476900.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-29T13:19:34.177885-07:00,1727312,2023-06-29T13:03:09.137524-07:00,-1,4307,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",14.0,2.235
367,burnpro3d/d/b7/57/run_b757b2f5-69b8-4745-9fbd-d62827deddee,2023-07-28T11:16:32.377067,1.0,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T16:34:40.342377-07:00,2468696,2023-06-14T12:24:36.893619-07:00,-1,11359,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",210.0,4.023
401,burnpro3d/d/b7/a1/run_b7a10149-0d16-498a-b507-8a646fa879fd,2023-07-28T11:16:32.377067,1.2,,"[-2022368.0, 1580996.0, -2021710.0, 1580178.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-13T13:31:09.047972-07:00,646996,2023-07-13T13:07:44.975076-07:00,-1,5295,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",230.0,1.341
405,burnpro3d/d/b7/ad/run_b7ad2bbe-9b7d-4ebc-8639-ecbe910b8242,2023-07-28T11:16:32.377067,0.9,,"[-928246.0, 1477596.0, -927440.0, 1476900.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-11T14:12:22.370912-07:00,1749368,2023-07-11T13:55:48.680113-07:00,-1,5651,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,2.235
454,burnpro3d/d/b8/2b/run_b82b5311-ca2e-4b8f-b220-ba89ec9c6fd7,2023-07-28T11:16:32.377067,1.2,,"[-2022368.0, 1580996.0, -2021710.0, 1580178.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-13T13:35:13.472995-07:00,647012,2023-07-13T13:07:44.673818-07:00,-1,5295,0.03,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",230.0,1.341
483,burnpro3d/d/b8/78/run_b878f36c-3adb-4a5e-9658-c9a613744ad6,2023-07-28T11:16:32.377067,0.9,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T21:51:43.135915-07:00,4232220,2023-06-19T15:58:42.778316-07:00,-1,8543,0.11,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",255.0,4.917
521,burnpro3d/d/b8/d6/run_b8d62955-bf04-4332-8eff-3fd5dfabe195,2023-07-28T11:16:32.377067,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-11T23:52:24.558397-07:00,2427344,2023-07-11T21:19:50.180895-07:00,-1,16374,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",300.0,6.705
574,burnpro3d/d/b9/5f/run_b95f664b-a17c-443b-988f-75ae75b513ae,2023-07-28T11:16:32.377067,0.5,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T11:09:19.576847-07:00,2658836,2023-06-06T10:24:56.853558-07:00,-1,4225,0.3,1,600,,180.0,10.0
583,burnpro3d/d/b9/7a/run_b97a88ee-99fc-4833-9242-23f3b04fc60d,2023-07-28T11:16:32.377067,0.9,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-22T07:29:45.361938-07:00,1336388,2023-06-22T06:51:36.780921-07:00,-1,6748,0.15,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,2.235
602,burnpro3d/d/b9/cb/run_b9cb772b-4517-4dd6-84d2-eeaf6980746a,2023-07-28T11:16:32.377067,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T17:56:50.525972-07:00,2428212,2023-06-23T14:18:10.230421-07:00,-1,13493,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,2.235
605,burnpro3d/d/b9/cf/run_b9cf92ba-a721-4c6b-b35a-d5a5b9bed835,2023-07-28T11:16:32.377067,1.2,,"[-2022368.0, 1580996.0, -2021710.0, 1580178.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-13T13:31:46.698290-07:00,646992,2023-07-13T13:06:06.168841-07:00,-1,5295,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",200.0,2.682
638,burnpro3d/d/ba/37/run_ba37ca0c-fc07-47cc-b952-4e703ccbd27f,2023-07-28T11:16:32.377067,0.9,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-18T17:02:59.457682-07:00,1336836,2023-07-18T16:05:00.822413-07:00,-1,5945,0.2,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,4.47
639,burnpro3d/d/ba/3c/run_ba3c2a02-7bc9-441c-a419-2a52d9bb37b6,2023-07-28T11:16:32.377067,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-22T18:49:09.783154-07:00,2471408,2023-06-22T15:17:18.678752-07:00,-1,11382,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",210.0,2.682
664,burnpro3d/d/ba/82/run_ba82bda2-4925-4345-99d5-493c899f638d,2023-07-28T11:16:32.377067,0.3,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T10:51:38.507022-07:00,2659356,2023-06-06T10:24:42.529756-07:00,-1,4225,0.3,1,600,,60.0,10.0
675,burnpro3d/d/ba/9b/run_ba9bcc33-6c14-4460-b3f9-5ad1a70acb63,2023-07-28T11:16:32.377067,0.9,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-20T00:39:48.888975-07:00,4233484,2023-06-19T19:18:30.153324-07:00,-1,8543,0.09,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",225.0,6.705
