,path,time_scraped,canopy_moisture,dz,extent,extent_fmt,fire_grid,fuel,ignition,output,resolution,resolution_units,run_binary,run_end,run_max_mem_rss_bytes,run_start,seed,sim_time,surface_moisture,threads,timestep,topo,wind_direction,wind_speed
42,burnpro3d/d/38/7c/run_387c07dd-74b7-49ba-b852-6d63a56c34ee,2023-07-28T08:41:48.235995,1.0,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T18:57:10.289989-07:00,452104,2023-06-23T18:12:09.472629-07:00,-1,19838,0.25,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,6.705
45,burnpro3d/d/38/8d/run_388d44ac-97e1-44b6-aa44-63407ee24320,2023-07-28T08:41:48.235995,1.1,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-20T12:33:01.166267-07:00,3919396,2023-06-20T10:20:41.101198-07:00,-1,14997,0.08,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",30.0,4.47
48,burnpro3d/d/38/8e/run_388e965a-d99c-46bd-bb47-e1827a638d10,2023-07-28T08:41:48.235995,0.9,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-20T11:53:26.954968-07:00,1344172,2023-06-20T11:12:39.918986-07:00,-1,5460,0.15,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,2.235
51,burnpro3d/d/38/90/run_3890d35f-b84e-4141-a67d-82280ed03f49,2023-07-28T08:41:48.235995,0.3,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T11:34:44.539482-07:00,2659160,2023-06-06T10:25:00.935483-07:00,-1,4225,0.2,1,600,,180.0,10.0
53,burnpro3d/d/38/95/run_38953601-bff8-434a-9228-546c67b155e4,2023-07-28T08:41:48.235995,0.5,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T11:34:50.515923-07:00,2659960,2023-06-06T10:24:41.890666-07:00,-1,4225,0.1,1,600,,60.0,10.0
76,burnpro3d/d/38/c5/run_38c593a6-809e-466d-8ead-b8b36ac3f2a4,2023-07-28T08:41:48.235995,0.0,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T12:53:20.215965-07:00,452104,2023-06-14T12:26:13.930819-07:00,-1,4005,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,2.235
97,burnpro3d/d/38/fd/run_38fd1d70-8e6e-47ea-b187-39a0bbc577d2,2023-07-28T08:41:48.235995,0.0,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T12:32:49.331226-07:00,452088,2023-06-14T12:25:06.851147-07:00,-1,4005,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,2.235
104,burnpro3d/d/39/16/run_3916466f-fc55-4b7a-a64c-224309876878,2023-07-28T08:41:48.235995,0.9,,"[-1398056.0, 2815704.0, -1397036.0, 2814900.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T17:43:09.801313-07:00,2565464,2023-06-19T13:52:01.053493-07:00,-1,6906,0.2,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",240.0,6.705
108,burnpro3d/d/39/20/run_3920d11a-7631-43df-8baf-34e31131abba,2023-07-28T08:41:48.235995,0.0,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T12:34:15.411563-07:00,451920,2023-06-14T12:26:12.118530-07:00,-1,4005,0.09,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,6.705
143,burnpro3d/d/39/7c/run_397c6351-ab95-4de2-81c2-8a0aa1d6bc85,2023-07-28T08:41:48.235995,0.8,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T15:50:00.906850-07:00,2468868,2023-06-14T12:24:34.451707-07:00,-1,11359,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",210.0,3.129
164,burnpro3d/d/39/b8/run_39b8fa40-b2d4-422a-80a6-36a64d3d3fd2,2023-07-28T08:41:48.235995,0.9,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T18:00:45.257561-07:00,3920132,2023-06-23T15:13:20.560462-07:00,-1,27251,0.2,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,4.47
194,burnpro3d/d/3a/01/run_3a01a7c2-6913-4dfb-971f-94dd094f077d,2023-07-28T08:41:48.235995,0.9,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T18:33:17.736752-07:00,3919932,2023-06-23T14:52:37.729014-07:00,-1,27251,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,6.705
204,burnpro3d/d/3a/18/run_3a18716d-291d-4448-8129-2b5be77c531c,2023-07-28T08:41:48.235995,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T13:50:14.160953-07:00,2469756,2023-06-23T10:06:53.847075-07:00,-1,10666,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,4.47
233,burnpro3d/d/3a/77/run_3a77c6ae-4b0d-4e74-8d0c-a827b0c19dbf,2023-07-28T08:41:48.235995,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:36:31.541102-07:00,517008,2023-07-10T14:21:33.418704-07:00,-1,4235,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,4.47
245,burnpro3d/d/3a/93/run_3a932623-ac5b-4daf-87c0-68d60ec8ddc9,2023-07-28T08:41:48.235995,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-11T23:27:06.332395-07:00,2427896,2023-07-11T19:20:55.499588-07:00,-1,16374,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",300.0,6.705
262,burnpro3d/d/3a/b7/run_3ab72d1c-f135-4142-b09d-e543cb7df4ef,2023-07-28T08:41:48.235995,1.1,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-20T12:32:16.328343-07:00,3919416,2023-06-20T10:35:55.924404-07:00,-1,14997,0.15,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",360.0,5.364
274,burnpro3d/d/3a/d2/run_3ad2c154-9e51-4b94-a0a3-3376fca94f5c,2023-07-28T08:41:48.235995,0.0,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-14T12:43:14.335154-07:00,452020,2023-06-14T12:26:14.815156-07:00,-1,4005,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,6.705
275,burnpro3d/d/3a/d5/run_3ad59a8d-27ec-471e-a0d5-1aa3a0a8c8b5,2023-07-28T08:41:48.235995,1.1,,"[-1398056.0, 2815704.0, -1397036.0, 2814900.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T16:55:57.025318-07:00,2565252,2023-06-19T14:40:22.680125-07:00,-1,6906,0.2,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",300.0,4.47
312,burnpro3d/d/3b/21/run_3b214150-60d7-4d6b-8f51-7621824c12e3,2023-07-28T08:41:48.235995,0.9,,"[123785, 1223751, 124585, 1222951]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-03T12:37:32.564488-07:00,1651228,2023-07-03T11:40:56.012195-07:00,-1,4613,0.1,1,600,,270.0,3.0
318,burnpro3d/d/3b/31/run_3b316d49-e874-498c-9e8f-febcd70c43a2,2023-07-28T08:41:48.235995,0.3,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T13:01:03.105740-07:00,2659328,2023-06-06T12:35:09.077820-07:00,-1,4225,0.3,1,600,,60.0,20.0
319,burnpro3d/d/3b/34/run_3b34bd9f-4c6f-4741-8594-99666851b71c,2023-07-28T08:41:48.235995,1.0,,"[123782.0, 1223754.0, 124586.0, 1222950.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-13T12:58:18.935425-07:00,2456960,2023-07-13T12:02:36.405578-07:00,-1,9396,0.15,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,4.47
383,burnpro3d/d/3b/ce/run_3bce67f9-25e1-4f1c-a2bc-b6b4e997cc59,2023-07-28T08:41:48.235995,0.9,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-17T17:08:24.603464-07:00,1340968,2023-07-17T16:18:25.030074-07:00,-1,4671,0.05,1,600,,270.0,3.0
389,burnpro3d/d/3b/de/run_3bdedbd4-d10c-49e4-889d-f0d134156fd1,2023-07-28T08:41:48.235995,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T13:52:10.056618-07:00,2467532,2023-06-23T10:07:07.030355-07:00,-1,10666,0.2,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,2.235
415,burnpro3d/d/3c/23/run_3c231ab3-1c39-470a-9870-706bfd1a8598,2023-07-28T08:41:48.235995,0.9,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T20:48:45.791624-07:00,4233172,2023-06-19T15:53:50.125843-07:00,-1,8543,0.09,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",195.0,4.917
417,burnpro3d/d/3c/2a/run_3c2a2467-c6a9-4577-a56f-a93974b0ca8b,2023-07-28T08:41:48.235995,0.9,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T14:50:32.958226-07:00,451892,2023-06-23T14:32:15.195537-07:00,-1,5223,0.15,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,4.47
423,burnpro3d/d/3c/3f/run_3c3f4408-4297-43f2-97e8-90e0049327f9,2023-07-28T08:41:48.235995,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-22T18:19:58.245258-07:00,2471324,2023-06-22T15:16:52.744518-07:00,-1,11382,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",180.0,2.682
425,burnpro3d/d/3c/40/run_3c40113b-7d0b-4420-a133-f4f6c65a9fce,2023-07-28T08:41:48.235995,0.9,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T19:16:35.943567-07:00,452160,2023-06-23T18:40:09.099714-07:00,-1,19838,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,2.235
465,burnpro3d/d/3c/c1/run_3cc1059b-8bef-4b30-a4a8-00095e052416,2023-07-28T08:41:48.235995,1.0,,"[-2142014.0, 2646546.0, -2141116.0, 2645736.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-05-04T16:05:40.384701-07:00,1378648,2023-05-04T15:24:18.481652-07:00,-1,5167,0.12,1,600,,133.0,4.0
472,burnpro3d/d/3c/d7/run_3cd78f8e-ef15-475b-9e2d-94651444ecfe,2023-07-28T08:41:48.235995,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:23:01.356596-07:00,517136,2023-07-10T14:16:28.017568-07:00,-1,4235,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,2.235
506,burnpro3d/d/3d/21/run_3d217b8f-a7a1-4a15-b098-fd0483ccf715,2023-07-28T08:41:48.235995,0.5,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-05T15:57:09.856351-07:00,2659584,2023-06-05T15:09:28.321979-07:00,-1,4225,0.2,1,600,,120.0,5.0
521,burnpro3d/d/3d/49/run_3d494d16-9e4c-4797-8e9a-71a9115b20c3,2023-07-28T08:41:48.235995,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T15:12:20.197765-07:00,516772,2023-07-10T14:58:49.014791-07:00,-1,4228,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",300.0,2.235
527,burnpro3d/d/3d/54/run_3d546aec-6071-40d1-a501-561d38086830,2023-07-28T08:41:48.235995,0.9,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T12:57:12.082848-07:00,1339176,2023-06-19T12:22:08.923125-07:00,-1,6748,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,3.576
538,burnpro3d/d/3d/74/run_3d74339c-b6f7-43fb-87b6-cc3293229fc5,2023-07-28T08:41:48.235995,0.9,,"[123782.0, 1223754.0, 124586.0, 1222950.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-13T12:07:58.059145-07:00,2456728,2023-07-13T11:18:29.149677-07:00,-1,9396,0.25,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,2.235
542,burnpro3d/d/3d/87/run_3d87ffb9-0469-4c83-a844-33114923a059,2023-07-28T08:41:48.235995,0.9,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-18T16:26:50.883267-07:00,1336880,2023-07-18T16:04:57.431834-07:00,-1,5945,0.25,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,4.47
